Title,Link,Content
Entry of vehicles into hill station banned; Met Office predicts more rain till Sunday morning.25 months ago,https://www.dawn.com/news/1668191,"• Entry of vehicles into hill station banned
• Met Office predicts more rain till Sunday morning RAWALPINDI/ISLAMABAD: A large number of tourists remained stranded in Murree and flights faced delays as rain continued to lash the federal capital and Rawalpindi for the fourth consecutive day on Friday. Due to continuous snowfall and traffic congestion in Murree, the district administration imposed a ban on entry of more vehicles."
There are certain things that the government must keep in mind as it promotes tourism and relaxes visa policies.60 months ago,https://www.dawn.com/news/1460254,"LAST week, the Pakistani government announced a new policy of granting visa-on-arrival facilities to 50 countries. It will additionally provide e-visas to citizens of 175 countries. Previously, visa-on-arrival privileges were extended to only 24 countries.  This announcement follows Portugal declaring Pakistan safe for travel last month, while France is working to relax its travel advisory to visit this country.  This is a welcome move, which will surely boost tourism to the country and improve foreign investment. "
Around 20 tourists travelling to Kalam from Lahore were stopped by armed men who entered their coaster and robbed them.30 months ago,https://www.dawn.com/news/1639689,"Around 20 tourists were looted at gunpoint in Khyber Pakhtunkhwa's Swat on Monday, police officials said, days after two tourist coaches were robbed in separate incidents in the province.  A police official told Dawn.com that the robbery took place in Swat's Bahrain area. ""Around 20 tourists from Lahore were travelling to Kalam in a coaster when they were stopped by motorcyclists,"" he said, adding that the armed men then entered the coaster and looted the tourists. The robbers managed to escape with Rs400,000 in cash and nine smartphones, the official said."
"AT a time of great confrontation and mistrust in the subcontinent, Pakistan has taken a major step towards peace.51 months ago",https://www.dawn.com/news/1516218,"AT a time of great confrontation and mistrust in the subcontinent, Pakistan has taken a major step towards peace by opening the Kartarpur Corridor in Punjab’s Narowal district.  The corridor gives visa-free access to devotees from across the border to visit Gurdwara Darbar Sahib, one of Sikhism’s holiest shrines, on this side of the fence. The corridor was formally opened by Prime Minister Imran Khan on Saturday in a ceremony attended by hundreds of people, including former Indian premier Manmohan Singh, as Sikh yatrees hailed the decision.  In his speech at the event, Mr Khan called for peace and cross-border trade between Pakistan and India, while also highlighting the grim situation in India-held Kashmir. Through the corridor, 5,000 visitors will be able to cross over from India daily to visit the shrine in Pakistan without a visa."
Entry of tourists has been banned as efforts under way to clear Karakoram Highway and Babusar road of landslides.30 months ago,https://www.dawn.com/news/1638521,"GILGIT: Entry of tourists to Gilgit-Baltistan has been banned for next two days as work continues to clear the Karakoram Highway and Babusar road of landslides. According to a notification issued by the Diamer divisional commissioner Dildar Malik on Monday, the entry of tourists via Babusar and KKH had been banned for 48 hours for safety of their lives as landslides continued in Tatta Pani section of KKH after recent rains. Earlier, the Diamer commissioner had imposed ban on tourists’ entry to GB through Babusar road and KKH for an indefinite period."
"RAWALPINDI: Due to the heavy snowfall in Murree, tourists were seen stranded on roads in the hilly area.25 months ago",https://www.dawn.com/news/1668013,"RAWALPINDI: Due to the heavy snowfall in Murree, tourists were seen stranded on roads in the hilly area. Assistant Commissioner Mohammad Omar Maqbool visited various roads and squares of the city, including Jhika Gali Chowk, and reviewed the flow of traffic. He encouraged traffic wardens on duty, saying despite heavy snowfall they were discharging their duties with responsibly. He said there were too many vehicles in the city which was the reason for traffic congestion."
Scant enforcement of social-distancing rules is heightening fears that the pandemic will spread.41 months ago,https://www.dawn.com/news/1576567,"For Muna Khan, a teacher at Karachi’s Institute of Business Administration, taking a six-day break to go to the mountains in Gilgit-Baltistan (GB) was a conscious but “difficult decision” as it meant she could be “exposing the locals to the coronavirus”. This summer, nearly 200,000 people have made the journey to GB, with many others travelling to the province of Khyber Pakhtunkhwa (KP). The government officially reopened various sectors, including tourism, on August 8 after it was convinced cases of Covid-19 had gone down considerably. But the green signal for travel has spotlighted poor enforcement of Covid-19-related protocols and has dire implications for an already beleaguered healthcare system. When the government announced the restart of tourism in a “controlled” manner, the idea was to begin with relatively low-contact, less-crowded businesses such as mountaineering, trekking, paragliding and rock climbing. The decision was primarily taken to revive the seasonal occupation of people directly and indirectly connected to the tourism industry — which employs just under one million people in KP."
"“The Indus civilisation and Mahayana Buddhist sites in Pakistan, including Swat valley, have high regard on which Pakistan should be proud.64 months ago",https://www.dawn.com/news/1437727,"  MINGORA: South Korean scholar and economist Dr So Gilsu on Monday said Pakistan had unique landscape, rich cultural heritage and tremendous natural beauty to attract millions of tourists from across the world, especially Southeast Asia. “The Koreans have great regard for Pakistan as the Indus flows through it and Mahayana Buddhism spread in Korea from here in the 4th century when Buddhist monk Malananda travelled from Gandhara to South Korea. Also in the 8th century, monk Hyecho travelled to Gandhara for pilgrimage and wrote a travelogue,” Dr So Gilsu told Dawn during a visit to Buddhist sites in Swat valley."
"Japan remains Asia's most competitive travel and tourism economy, ranking fourth globally.53 months ago",https://www.dawn.com/news/1503591,"ISLAMABAD: Pakistan remains the least competitive country in South Asia when it comes to travel and tourism, according to the Travel and Tourism Competitive Report published by the World Economic Forum on Wednesday. The report placed Pakistan at the bottom of the Asia-Pacific Travel and Tourism (T&T) Competitive Index 2019 rankings. Pakistan ranked 121 this year out of 140 countries against 124 in 2017. The report emphasised that Pakistan still required substantial improvement in competitiveness to move up in rank and out of the bottom quartile."
"As many as 700000 vehicles entered the valley on Eid, breaking a previous record of around 500000 vehicles.30 months ago",https://www.dawn.com/news/1636868,"Tourists have flocked to the Kaghan valley of Khyber Pakhtunkhwa's Mansehra district in record numbers this Eidul Azha, with hundreds of thousands of vehicles choking the roads and causing traffic jams in the scenic tourist site, it emerged on Sunday. As many as 700,000 vehicles entered the valley during the Eid holidays, according to police department figures, breaking a previous record when around 500,000 vehicles carried tourists yearning for natural beauty to the region some five years ago.  The Mansehra-Naran-Jalkhad road, which leads to Kaghan valley en route to Gilgit-Baltistan, remained choked during the first four days of Eidul Azha and the situation on this strategic artery which is in a highly dilapidated condition remained the same on the fifth day. "
"'Tourism makes for 2.9pc GDP, creates 1.4 million jobs in Pakistan' ... ISLAMABAD: Tourism is already a key sector in Pakistan, makes for 2.9pc of...81 months ago",https://www.dawn.com/news/1329109,"
 ISLAMABAD: Tourism is already a key sector in Pakistan, makes for 2.9pc of the GDP and accounts for 1.4 million jobs, but this is far below Pakistan’s potential, said World Bank Country Director Anthony Cholst on Monday. Speaking at a National Tourism Conference, Mr Cholst said other than security and stability, five factors determine the growth of tourism in the country."
"ABBOTTABAD/MANSEHRA/SWAT: Most of the stranded tourists were evacuated from Galiyat region on Monday after the removal of snow from roads,...25 months ago",https://www.dawn.com/news/1668746,"  ABBOTTABAD/MANSEHRA/SWAT: Most of the stranded tourists were evacuated from Galiyat region on Monday after the removal of snow from roads, said officials. They told Dawn that the tourists had got stuck in Nathiagali, Dungagali, Ayubia, Changlagali and other areas due to heavy snowfall."
"""CPEC is not a transaction. It is a transformation of our society,"" Imran Khan tells round table conference.57 months ago",https://www.dawn.com/news/1478745,"Prime Minister Imran Khan on Saturday urged for the creation of a tourism corridor between member countries of the Belt and Road Initiative (BRI) in order to promote regional connectivity. While addressing a leaders' round table conference in China, the prime minister congratulated President Xi Jinping on the 70th anniversary of the founding of the People’s Republic of China and said that China is an example of ""a great success of the modern age"". He suggested that members of the BRI should:"
"In my time spent in Pakistan, all I saw was amazing hospitality, landscape, food, music, and the most welcoming people.82 months ago",https://www.dawn.com/news/1324181,"On my visit to Pakistan for the first time ever, I distinctly remember the day I was crossing the Wagah border from India, listening to a song by Noori while my heart was beating fast – not out of fear, but in anticipation since I had been waiting for this day for a long time.   I was first introduced to the country by my Pakistani roommates many years ago when I was 18 and living in London. Their stories had piqued my interest right away. Finally, after all this time, I got the chance to come to Pakistan. It took me two months to plan my trip and included many nights of researching what to do and where to go.    When I arrived at the crossing, border officials welcomed me with a lot of curiosity and immediately began asking me questions about where I was from, if I was travelling alone, if this was my first time in Pakistan and what the purpose of my visit was. I answered them gladly with as much detail as I possibly could."
"The government is going all out to promote tourism in northern Pakistan, positing it as the proverbial golden egg for impoverished.24 months ago",https://www.dawn.com/news/1673494,"The government is going all out to promote tourism in northern Pakistan, positing it as the proverbial golden egg for impoverished communities. But as the events of Murree last month show, uncontrolled tourist traffic combined with bad management and unpreparedness can lead to avoidable tragedies. Add the crisis of climate change to the mix, however, and we may soon have a bigger disaster on our hands… The horrific scenes from January 10 are still etched in our collective memory. Thousands stranded on their way to a getaway in Murree. Hundreds of cars buried in snow. At least 23 people, including 10 children, dead in their cars either because of the freezing cold or from carbon monoxide poisoning, with the police and military conducting operations the next day to rescue survivors. Much has been said about the avoidable tragedy and the mismanagement that led to it. The snowfall was not a surprise. In fact, the Pakistan Meteorological Department (PMD) had predicted heavy snowfall in Murree and the Galiyat from January 5 to 10. And yet, thousands of tourists made their way to the resort town."
"It is my passion to promote tourism and fight misrepresentation of the country on social media, Eva zu Beck says.66 months ago",https://www.dawn.com/news/1427808,"  ISLAMABAD: Expressing her love for Pakistan, Polish travel blogger Eva zu Beck, who stirred the ‘Kiki Challenge’ controversy in a PIA simulator recently, announced her decision to launch the world’s first interactive travel show for Pakistan combining social media, TV, live content, written words and on the ground activities.  Ms Beck announced the launch of her new venture at the National Press Club on Saturday. She said it was her passion to promote tourism in Pakistan and fight misrepresentation of the country in the social media. "
Rampant construction of guesthouses has led to increased illegal logging in the area.57 months ago,https://www.dawn.com/news/1481697,"With the onset of tourist season soon after Eid, construction activity is in full swing in Neelum Valley to accommodate the number of visitors expected to arrive this summer. The valley, located on the far end of Azad Kashmir, offers an ideal vacation spot amid dense forests and streams. It is expected to receive more than 600,000 tourists this year. Official figures suggest that around 500,000 to 600,000 people visited Neelum Valley last year; more than half the total number of visitors to AJK in 2018."
PESHAWAR: The Khyber Pakhtunkhwa government has developed a responsible tourism model with a focus on solid waste management at major...40 months ago,https://www.dawn.com/news/1582070,PESHAWAR: The Khyber Pakhtunkhwa government has developed a responsible tourism model with a focus on solid waste management at major tourist spots of the province. A senior official told Dawn that the idea behind the plan was to keep those spots clean. He said that the responsible tourism strategy revolved around the adage “leave nothing behind but footprints.” He said that the model would focus on solid waste collection at major tourist spots. Documents available with Dawn show that KP Integrated Tourism Department (KITE) project underscores preservation of environmental value and enabling factors for responsible tourism.
"Foreigners will be allowed to move freely in open cantonments, AJK, GB and Chitral except certain restricted areas.58 months ago",https://www.dawn.com/news/1471984,"Information Minister Fawad Chaudhry on Tuesday announced that various parts of the country that were earlier out of bounds to foreigners and required No-Objection Certificates (NOC) to visit are now open to them. Chaudhry shared an Interior Ministry notification on Twitter which said that ""Free movement of foreigners shall be allowed in Open Cantonments except prohibited and restricted areas with visible signboards. The border crossings will be open and non-restricted."" Additionally, the notification stated that Azad Jammu and Kashmir, Gilgit-Baltistan and Chitral shall be non-restricted/non-prohibited except: "
LAHORE: Acknowledging that Punjab has never utilised the economic potential of the tourism sector that remained mainstay of many countries...54 months ago,https://www.dawn.com/news/1499691,"LAHORE: Acknowledging that Punjab has never utilised the economic potential of the tourism sector that remained mainstay of many countries in the world, the Punjab government has given its first Punjab Tourism Policy to make Punjab an attractive tourist destination through inclusive planning, diversification, development and management of tourist destinations.  The Punjab cabinet approved the tourism policy in its 15th meeting on July 20 aspiring to make tourism an engine of economic growth while treating the sector as a provincial priority area.  The tourism was effectively developed under the close supervision of former tourism minister Raja Yasir Humayun, but he was stripped off his tourism ministry, only hours before the cabinet approved the tourism policy. Still, Mr Humayun briefed the cabinet about tourism policy’s key features.  "
The Turkish government will soon initiate a project of skills development in Pakistan aimed at producing skilled workforce for the local...52 months ago,https://www.dawn.com/news/1506692,"The Turkish government will soon initiate a project of skills development in Pakistan aimed at producing skilled workforce for the local industry of hotel and tourism. The plan to establish a state-of-the-art Centre of Excellence for Hospitality and Construction in Pakistan is underway in that regard, said Executive Director National Vocational and Technical Training Commission (NAVTTC) Dr Nasir Khan. In an exclusive talk with APP, he said that the centre would be established at the National Skills University in Islamabad under the skills development institution of Turkish Cooperation and Coordination Agency."
UPPER DIR: The scenic valley of Kumrat here is receiving a large number of tourists from different parts of the...69 months ago,https://www.dawn.com/news/1407095,"UPPER DIR: The scenic valley of Kumrat here is receiving a large number of tourists from different parts of the country even at the start of summer season.  Many families from other districts have also made Kumrat valley their temporary abode to spend Ramazan in a cold and pleasant weather. Tourists from Lahore, Sialkot, Rawalpindi, Karachi, Multan, Peshawar, Dera Ismail Khan, Bannu and other areas had come to enjoy the natural beauty of the valley.  Arsalan Bhatti, a resident of Lahore, said that his friends had visited Kumrat before, but it was his first visit to the valley. He said that he found the valley more beautiful than what he had heard about it. "
Arrangements for the festival were discussed during a meeting chaired by tourism secretary Kamran Rehman.56 months ago,https://www.dawn.com/news/1484217,PESHAWAR: The three-day annual Shandur polo festival will begin at the world’s highest polo ground in Chitral on July 7. Arrangements for the festival were discussed during a meeting chaired by tourism secretary Kamran Rehman here on Thursday. An official statement said the Shandur polo festival would be organised in a befitting manner to attract both domestic and foreign tourists to the scenic region in large numbers.
MINGORA: Tourists thronged the Malam Jabba ski resort to enjoy watching the first-ever ice hockey competition. The...48 months ago,https://www.dawn.com/news/1531148,"MINGORA: Tourists thronged the Malam Jabba ski resort to enjoy watching the first-ever ice hockey competition. The first-ever ice hockey rink has been set up in Malam Jabba where national and international competition of ice hockey would be organised. Tourists and locals said that ice hockey was a pleasant addition to the beauty of Malam Jabba where they enjoyed various winter sports activities. “I am excited to watch ice hockey for the first time in my life. We have watched such types of sports on television. Watching the game here is like a dream. The valley is so beautiful that it is beyond my expectations,” said Adeeba, a tourist from Rawalpindi, who visited the resort with her family."
"The historical fort, located along the bank of Indus River, will be opened to the public for the first time.36 months ago",https://www.dawn.com/news/1604912,"TAXILA: Under the multi-million Punjab Tourism for Economic Growth project, launched in collaboration with the World Bank, the Mughal-era Attock Fort - built during the reign of Akbar between 1581 to 1583 - will be turned into a tourist destination for promotion of tourism. Special Assistant to the Prime Minister on Tourism and Overseas Pakistanis Syed Zulfikar Bukhari along with officials from the World Bank, the departments of archaeology and tourism and the local administration visited the fort to finalise the plan. Infrastructure will be improved in six different tourist spots of the province under the project. The historical fort, located along the bank of Indus River, will be opened to the public for the first time. Earlier, the space was utilised for strategic purposes."
"Though the interest in Gwadar and surrounding beaches has generated traction, it may be short-lived due to the lack of amenities.34 months ago",https://www.dawn.com/news/1618930,"“We are packed for Eid,” said Muhammad Asif Muneer, managing director of the budget-friendly Gwadar Tourist Hotel. The pandemic may have sucked the life out of Karachiites’ entertainment, but it provided a boom for Gwadar’s tourism where the city dwellers are flocking to escape the confines of their homes. Estimating the weekly capacity of the motel strip across the scenic marine drive to be around 2,000, Mr Muneer guesses that Gwadar receives around 20,000-25,000 visitors a month during the peak season when all places to stay are accounted for. The well-heeled may opt for Pearl Continental Gwadar that has witnessed a 200 per cent increase in the number of guests in the last four to five months, according to its finance manager Waqar Baig. Other than the lockdown, the photos of the Gwadar Stadium by the International Cricket Council have also drummed up interest and made it a popular tourist spot, right up there with the Princess of Hope and the Sphinx."
As many as 7307 of these vehicles belonged to tourists.21 months ago,https://www.dawn.com/news/1688154,"RAWALPINDI: During the last two days about 21,095 vehicles entered Murree and 13,788 exited. As many as 7,307 of these vehicles belonged to tourists as the district administration and traffic police had been enforcing a ban on entry of not more than 8,000 vehicles in the hill station during Eid holidays. City Police Officer (CPO) Omer Saeed Malik along with Chief Traffic Officer Naveed Irshad and Superintendent of Police Haider Ali visited Murree and reviewed arrangements that were made to facilitate tourists.  Mr Irshad said more than 360 traffic police personnel had been deployed to maintain traffic for the convenience of tourists. On the third day of Eid, there were 7,307 vehicles in Murree whereas the hill station has the capacity to park only 3,500."
Unplanned development and uncontrolled littering are turning our vaunted tourist spots into degraded areas.55 months ago,https://www.dawn.com/news/1490540,"I slowly pivoted on the spot, trying to keep my hand steady, as my phone’s camera captured the stunning natural beauty all around me. But no matter which angle I tried, I could not get a 360 degree view of the Khunjerab Pass without trash becoming part of the video. The Khunjerab Pass is the world’s highest paved mountain pass, connecting Pakistan with China.  Despite being located within a national park, tourists fail to comply with instructions regarding proper waste disposal. "
Covid-19 cases in Khyber Pakhtunkhwa's tourist spots have seen a marked increase since the government lifted lockdown measures.41 months ago,https://www.dawn.com/news/1576058,"The Mansehra district administration on Sunday sealed all hotels in tourist hotspots Shogran, Naran and Kaghan after several Covid-19 cases were reported among staff working at different hotels. Speaking to Dawn.com, Mansehra Additional Deputy Commissioner Maqbool Hussain said that the district health department had reported 47 Covid-19 cases at private hotels located in these spots. Following this, it was decided to close down all hotels to curb the spread of the virus, he said. He said 48 hotels, including 22 main businesses and their respective branches, had been sealed at all three tourist spots and the infected patients had been quarantined at the hotels."
PESHAWAR: Tourists thronged hilly areas in upper parts of Khyber Pakhtunkhwa as first spell of snowfall and rain...74 months ago,https://www.dawn.com/news/1376510,"PESHAWAR: Tourists thronged hilly areas in upper parts of Khyber Pakhtunkhwa as first spell of snowfall and rain continued on the third consecutive day on Wednesday, turning the weather chilly.  According to reports, it was snowing on Wednesday in Battagram district, and Kalam, Bahrain and Malam Jabba localities of Swat district and Shangla. In Parachinar and other areas of Kurram Agency it started snowing on Wednesday afternoon.  Light rain with intervals was also recorded in Peshawar, where the sky was cleared in the morning, but clouds came during the evening and gave some rain. Hailstorm was also reported in scattered areas of the capital. "
UPPER DIR: Thousands of tourists from across the country thronged the picturesque Kumrat valley during summer vocations.67 months ago,https://www.dawn.com/news/1416908,"UPPER DIR: Thousands of tourists from across the country thronged the picturesque Kumrat valley during summer vocations.  The tourists including men, women, children and elderly people from Karachi, Gujrat, Multan, Lahore, Faisalabad, Hyderabad, Dera Ismail Khan, Peshawar, Kohat, and others areas visited Kumrat valley to enjoy its natural beauty.  Sidra, a 28-year-old tourist from Karachi, said that she came to Kumrat for the first time and found it the most beautiful place in the country. “For a moment or so I felt that I was walking through a fairyland,” she added. "
ISLAMABAD: The Pakistan Tourism Development Corporation (PTDC) has closed all its motels in northern areas and terminated the services of...43 months ago,https://www.dawn.com/news/1566686,"ISLAMABAD: The Pakistan Tourism Development Corporation (PTDC) has closed all its motels in northern areas and terminated the services of employees. A notification issued on Thursday said that the corporation was forced to take this decision as it had been suffering losses continuously. “Due to continuous and irreparable financial losses having no other resource and the current Covid-19 pandemic, the federal government and PTDC Board of Directors unanimously resolved to close down the operations of the company,” the notification said."
"All this 'Everything is wonderful in Pakistan' is just irresponsible, reveals British traveller June.57 months ago",https://images.dawn.com/news/1182500,"They are young, Western, and full of praise for Pakistan: Travel influencers have moved in on the “land of the pure”, but critics warn their rose-tinted filters are irresponsible and sell an inaccurate picture of the country. As security improves, Prime Minister Imran Khan is keen to promote the nation's tourism potential, with the government claiming it has eased visa restrictions for many foreign visitors.  The push has resulted in an influx of foreign travel bloggers extolling the virtues of its mountains and beaches, as well as its rich heritage and history, from ancient Indus civilisations to Buddhist shrines and Islamic monuments. "
SWAT: Thousands of tourists were barred by the administration from entering Swat during the Eidul Azha holidays owing to Covid-19 pandemic...42 months ago,https://www.dawn.com/news/1572486,"  SWAT: Thousands of tourists were barred by the administration from entering Swat during the Eidul Azha holidays owing to Covid-19 pandemic that caused huge traffic jam at the entry points to the district. The long queues of vehicles at Landakey, Shamozo and Sangar checkposts caused multiple problems to the residents of Swat."
"QUETTA: In a move aimed at promoting tourism in Balochistan, Pakistan Railways has launched a special train service.31 months ago",https://www.dawn.com/news/1633079,"QUETTA: In a move aimed at promoting tourism in Balo­chistan, Pakistan Railw­ays has launched a special train service.   The train will run between Quetta and Bostan as well as Quetta and Kolpur twice a week, with fare ranging from Rs20 to Rs50.  Quetta Divisional Super­intendent Engineer Akhtar Mahmood inaugurated the train service here at a ceremony held at Quetta Railways Station. "
Prime Minister Imran Khan on Thursday launched the new online visa system for foreign tourists during a ceremony held in Islamabad.59 months ago,https://www.dawn.com/news/1469592,"Prime Minister Imran Khan on Thursday launched the new online visa system for foreign tourists during a ceremony held   in Islamabad. According to Pakistan Tehreek-i-Insaf's official Twitter account, the new e-visa scheme will facilitate visitors from 175 countries.  "
"The cabinet decision was endorsed by the PTDC board, announces Ministry of Overseas Pakistanis and HR Development.57 months ago",https://www.dawn.com/news/1482263,"The federal cabinet on Tuesday approved the appointment of Minister of State for Overseas Pakistanis Zulfi Bukhari as the chairman of the Pakistan Tourism Development Corporation (PTDC), the Ministry of Overseas Pakistanis and Human Resource Development announced via a tweet. The cabinet's decision was endorsed by the PTDC board, the tweet further said.  "
"Official says district administration is trying to protect tourists from agents, hotels and chain mafia.13 months ago",https://www.dawn.com/news/1731301,RAWALPINDI: The Punjab government has asked provincial departments and the district administration officials in Murree to coordinate with each other so that tourists and locals remain safe during snowfall. Punjab Secretary Tourism Asia Gul along with Commissioner Rawalpindi Division Saqib Manan reviewed the arrangements made for the convenience of tourists in Murree. The arrangements were to be made by the district administration in the wake of expected rains and the snowfall spell in the coming days.
"The cabinet decision was endorsed by the PTDC board, announces Ministry of Overseas Pakistanis and HR Development.57 months ago",https://www.dawn.com/news/1482263,"The federal cabinet on Tuesday approved the appointment of Minister of State for Overseas Pakistanis Zulfi Bukhari as the chairman of the Pakistan Tourism Development Corporation (PTDC), the Ministry of Overseas Pakistanis and Human Resource Development announced via a tweet. The cabinet's decision was endorsed by the PTDC board, the tweet further said.  "
Alex was asked to speak at the Pakistan Tourism Summit but says she was censored because her speech was deemed critical.58 months ago,https://images.dawn.com/news/1182384,"Alex, American traveller behind the travel blog Lost With Purpose, was invited to speak at the Pakistan Tourism Summit last month. However, she says her talk was cancelled last minute as the organisers said it was too critical and didn't fit the agenda of the summit. After being ""silenced"", she decided to upload her talk on Facebook. In the 15-minute video, Alex feels the PTS failed to fulfill its purpose because the organisers only wanted her to talk about how ""awesome Pakistan"" is, but refused to address the real concerns Pakistan's tourism may face, which is why she took to social media to share the issues."
"At Hingol National Park, a 'Princess of Hope,' a sphinx and a quaint Mandir thrive amidst the desolation.107 months ago",https://www.dawn.com/news/1169526,"“What we are going to see is nothing special. It has become a popular spot because a famous Amreekan actress Magelina Bolee thought it resembled a beautiful shezaadi (princess). If I was a famous actress I could have also named something.”  So says the portly, cynical driver who's taking us through Balochistan to visit Hingol National Park. He doesn’t quite resemble a glamorous Hollywood actress, but he's been entertaining company nonetheless.  Like insignificant ants, we tear through Hingol National Park’s coastal highway in search of what is billed as the most sublime of all the natural formations in Balochistan: The Princess of Hope."
"Several CCTV footage clips have gone viral recently showing shopkeepers and traders harassing families on the Mall Road of Murree,...54 months ago",https://www.dawn.com/news/1495813,"LAHORE:  The Punjab police department will raise a new unarmed force — ‘Punjab  Tourist Police’ — initially for Murree to help the tourists and their  families following increasing incidents of harassment and violence by  local shopkeepers at this most visited hill station of the country. Several CCTV footage clips have gone viral recently showing shopkeepers  and traders harassing families on the Mall Road of Murree, raising  questions about police role. Keeping in view the situation,  Inspector General of Police Arif Nawaz Khan has given a go ahead for  raising a new specialised force to curb such incidents in a recent  meeting and assigned the task to the police operations wing additional  IG to prepare a feasibility report in this regard."
"Official says district administration is trying to protect tourists from agents, hotels and chain mafia.13 months ago",https://www.dawn.com/news/1731301,RAWALPINDI: The Punjab government has asked provincial departments and the district administration officials in Murree to coordinate with each other so that tourists and locals remain safe during snowfall. Punjab Secretary Tourism Asia Gul along with Commissioner Rawalpindi Division Saqib Manan reviewed the arrangements made for the convenience of tourists in Murree. The arrangements were to be made by the district administration in the wake of expected rains and the snowfall spell in the coming days.
Why did the authorities wait a whole week for the situation to get out of control?25 months ago,https://www.dawn.com/news/1668463,"WHAT was intended to be a weekend getaway turned into an icy deathtrap for thousands of families who ended up stranded in their cars on the snow-covered roads leading into Murree. At the time of writing, at least 22 people, including 10 children, had frozen to death inside the vehicles and rescue efforts by armed forces and paramilitary agencies were underway. The tragedy could have easily been avoided if the authorities had taken a less cavalier approach towards the bad weather conditions and issued timely warnings to tourists. For almost all of the past week, heavy rains have lashed Islamabad and Rawalpindi while Murree and nearby hill stations in the Galiyat area have received intermittent but heavy snowfall. Notwithstanding this, a record number of people travelled northbound to experience the snowfall. News reports quoting traffic authorities revealed that more than 155,000 vehicles entered Murree in the past week, out of which 135,000 returned safely but the rest became stranded."
"With pristine waters and beaches, golden dunes and wildlife, the country's south is uniquely blessed.57 months ago",https://www.dawn.com/news/1480824,"Far from the crowd of Karachi, a lonely February evening sets at Clifton Beach.  The birds come home at last after their daylong labour. Their abodes in trees at the shoreline wait for them. The lonely evening witnesses a few, seemingly tired, people at the beach, but the breeze is ready to take away their weariness. Hawkers and camel jockeys attract customers in their own style.  Last evening, the same moment had gripped me at Hawke's Bay, and this one carried me away altogether. As the crimson of the setting sun changed hues, tossing and turning and reaching for the cover of darkness, my shadow left me, a wave wrapped around my feet and a cool breeze took me away. "
"MINGORA: Ambassador of Switzerland to Pakistan, Thomas Kolly, has said that Swat valley had got a huge potential for international tourism...60 months ago",https://www.dawn.com/news/1461266,"  MINGORA: Ambassador of Switzerland to Pakistan, Thomas Kolly, has said that Swat valley had got a huge potential for international tourism because it had gorgeous landscape, rich cultural heritage, archaeological treasure and well-mannered people.  He was speaking to mediapersons after visiting Swat museum and archaeological site of Butkara along with a delegation of Swiss embassy. "
"Thousands of vehicles have entered the city, but there is only parking for a few hundred of them.49 months ago",https://www.dawn.com/news/1526922,"  MURREE/RAWALPINDI: The number of tourists in Murree and its nearby areas has increased, corresponding with the snowfall in the hill resort. Meteorological Assistant Mohiudeen Abbasi said that Murree received a foot and a half of snow, but around a foot settled on the ground. He explained that snow is measured as it falls, but can melt when the temperature is not low enough to keep it frozen. The nearby Galiyat areas received 2ft of snow."
ISLAMABAD: The Shoaib Suddle commission in its report placed before the Supreme Court on the vandalising and burning of a century-old...37 months ago,https://www.dawn.com/news/1599766,"ISLAMABAD: The Shoaib Suddle commission in its report placed before the Supreme Court on the vandalising and burning of a century-old Samadhi (shrine) of a Hindu saint in Teri, Khyber Pakhtunkhwa, has recommended the opening of four Hindu temples for international tourism. The one-man commission report, which was placed before the apex court on Monday, a day ahead of the scheduled hearing on the burning of the Hindu temple in Teri, recommended that the four sites — Param Hans Ji Maharaj Samadhi/Mandir in Teri town of KP’s district Karak; Hinglaj Mata Mandir in Hingol National Park of Balochistan’s district Lasbela; Katas Raj complex in Punjab’s district Chakwal and Parhlad Bhagat Mandir in Punjab’s district Multan — should be provided with fool-proof security and befitting lodging and boarding arrangements similar to Sri Darbar Sahib Gurdwara in Kartarpur town of Punjab’s district Narowal. The report highlighted that the devastating action by miscreants on Dec 30 in the presence of police not only hurt the sentiments of the Hindu community in particular and the minority communities in general, but also brought shame to Pakistan by tarnishing the country’s image at the international level."
"Rahim Khan recalls the day when foreign tourists were packed into vehicles, sent across the Lowari Pass for 'security'.103 months ago",https://www.dawn.com/news/1189510,"“All my three sons used to work as porters and guides for tourists coming to the area around 10 years ago but now, they go to down country in the winter season to earn livelihood for the 21-member joint family,” says Sher Baig of Terich valley, which flanks Terich Mir peak of Hindu Kush range of mountains. The tourism industry has been adversely affected in Chitral after the 9/11 terrorist attacks with tourists turning away from the area. Earlier, scores of foreigners, including eco-tourists, trekkers and mountaineers, visited the area. Baig recalls that local people derived a large part of their income from tourists coming in during the summer season and for many, tourism-related activities were like a profession."
MUZAFFARABAD: The tourism and archaeology department of Azad Jammu and Kashmir (AJK) has renovated a disused historic underground passageway...20 months ago,https://www.dawn.com/news/1694520,"MUZAFFARABAD: The tourism and archaeology department of Azad Jammu and Kashmir (AJK) has renovated a disused historic underground passageway of a main artery near here as a fascinating tourist spot to be opened for the public later this month. About 250-foot-long tunnel and its surroundings near Ambore, about five kilometres south of here, will offer a wonderful view and atmosphere to the visitors heading towards or returning from state capital Muzaffarabad via Kohala, officials said. “I think it’s the best utilisation of this archaeological site,” said Rashid Hanif, head of the tourism and archaeology department, of the tunnel carved through a mountain during the construction of [initially unmetalled] road from Rawalpindi to Srinagar in the late 19th century."
